Subject,Stim,Condition,StimSoundIn1.Filename,SubTrialList.Cycle,SubTrialList.Sample,SubTrialList,phonetic_cons,semantic_trans,frequency,correctRT,log_F(base10),PhonN,,
30,嘰,phsl,behavioral_naming-30-1Stim-194.wav,4,154,34,consistent,opaque,49,629,1.69019608,6,,
30,撲,phsh,behavioral_naming-30-1Stim-195.wav,4,155,35,consistent,transparent,3915,648,3.592731766,6,,
30,緝,plsl,behavioral_naming-30-1Stim-196.wav,4,156,36,inconsistent,opaque,368,1260,2.565847819,6,,
30,鉅,phsl,behavioral_naming-30-1Stim-198.wav,4,158,38,consistent,opaque,2346,1378,3.370328008,8,,
30,坑,plsh,behavioral_naming-30-1Stim-199.wav,4,159,39,inconsistent,transparent,2593,692,3.413802517,8,,
30,孕,plsl,behavioral_naming-30-1Stim-200.wav,4,160,40,inconsistent,opaque,465,524,2.667452953,4,,
31,譏,phsl,behavioral_naming-31-1Stim-41.wav,1,1,1,consistent,opaque,229,677,2.359835482,6,,
31,趁,plsh,behavioral_naming-31-1Stim-42.wav,1,2,2,inconsistent,transparent,10347,471,4.014814449,7,,
31,剁,phsh,behavioral_naming-31-1Stim-43.wav,1,3,3,consistent,transparent,81,1077,1.908485019,3,,
31,順,plsh,behavioral_naming-31-1Stim-44.wav,1,4,4,inconsistent,transparent,8144,423,3.910837765,5,,
31,餓,phsh,behavioral_naming-31-1Stim-46.wav,1,6,6,consistent,transparent,1342,477,3.127752516,8,,
31,劇,phsl,behavioral_naming-31-1Stim-47.wav,1,7,7,consistent,opaque,10471,463,4.01998816,4,,
31,揖,plsh,behavioral_naming-31-1Stim-48.wav,1,8,8,inconsistent,transparent,14,860,1.146128036,6,,
31,韁,phsh,behavioral_naming-31-1Stim-49.wav,1,9,9,consistent,transparent,31,1055,1.491361694,5,,
31,醃,phsl,behavioral_naming-31-1Stim-50.wav,1,10,10,consistent,opaque,210,632,2.322219295,9,,
31,逞,phsl,behavioral_naming-31-1Stim-51.wav,1,11,11,consistent,opaque,438,734,2.641474111,4,,
31,烤,phsh,behavioral_naming-31-1Stim-52.wav,1,12,12,consistent,transparent,1961,479,3.292477594,3,,
31,禪,plsh,behavioral_naming-31-1Stim-53.wav,1,13,13,inconsistent,transparent,835,625,2.921686475,9,,
31,賺,plsh,behavioral_naming-31-1Stim-54.wav,1,14,14,inconsistent,transparent,7415,565,3.870111155,9,,
31,裙,plsh,behavioral_naming-31-1Stim-55.wav,1,15,15,inconsistent,transparent,381,644,2.580924976,4,,
31,豎,plsl,behavioral_naming-31-1Stim-56.wav,1,16,16,inconsistent,opaque,1091,463,3.037824751,7,,
31,鷹,phsh,behavioral_naming-31-1Stim-57.wav,1,17,17,consistent,transparent,2121,558,3.326540669,3,,
31,吵,plsh,behavioral_naming-31-1Stim-58.wav,1,18,18,inconsistent,transparent,1718,458,3.235023159,10,,
31,仰,plsh,behavioral_naming-31-1Stim-59.wav,1,19,19,inconsistent,transparent,1809,504,3.257438567,4,,
31,颳,plsh,behavioral_naming-31-1Stim-60.wav,1,20,20,inconsistent,transparent,335,612,2.525044807,6,,
31,註,phsh,behavioral_naming-31-1Stim-61.wav,1,21,21,consistent,transparent,680,634,2.832508913,10,,
31,櫻,phsl,behavioral_naming-31-1Stim-62.wav,1,22,22,consistent,opaque,251,600,2.399673721,4,,
31,板,plsl,behavioral_naming-31-1Stim-63.wav,1,23,23,inconsistent,opaque,4495,577,3.652729696,10,,
31,槌,phsl,behavioral_naming-31-1Stim-64.wav,1,24,24,consistent,opaque,788,686,2.896526217,3,,
31,襖,phsh,behavioral_naming-31-1Stim-65.wav,1,25,25,consistent,transparent,27,714,1.431363764,5,,
31,燭,plsh,behavioral_naming-31-1Stim-66.wav,1,26,26,inconsistent,transparent,152,722,2.181843588,6,,
31,倍,plsl,behavioral_naming-31-1Stim-67.wav,1,27,27,inconsistent,opaque,99099,537,4.996069272,9,,
31,純,plsl,behavioral_naming-31-1Stim-68.wav,1,28,28,inconsistent,opaque,9545,461,3.979775933,7,,
31,踢,plsh,behavioral_naming-31-1Stim-69.wav,1,29,29,inconsistent,transparent,8240,494,3.915927212,6,,
31,胖,plsh,behavioral_naming-31-1Stim-70.wav,1,30,30,inconsistent,transparent,2513,527,3.400192489,8,,
31,猛,phsl,behavioral_naming-31-1Stim-71.wav,1,31,31,consistent,opaque,14154,472,4.150879191,4,,
31,淚,plsh,behavioral_naming-31-1Stim-72.wav,1,32,32,inconsistent,transparent,2682,461,3.428458774,3,,
31,嵐,plsl,behavioral_naming-31-1Stim-73.wav,1,33,33,inconsistent,opaque,837,848,2.922725458,5,,
31,陷,plsl,behavioral_naming-31-1Stim-74.wav,1,34,34,inconsistent,opaque,3990,477,3.600972896,7,,
31,埋,plsh,behavioral_naming-31-1Stim-75.wav,1,35,35,inconsistent,transparent,4182,494,3.621384028,10,,
31,揪,plsh,behavioral_naming-31-1Stim-76.wav,1,36,36,inconsistent,transparent,192,777,2.283301229,7,,
31,隸,plsl,behavioral_naming-31-1Stim-78.wav,1,38,38,inconsistent,opaque,243,512,2.385606274,3,,
31,癱,phsl,behavioral_naming-31-1Stim-79.wav,1,39,39,consistent,opaque,204,552,2.309630167,3,,
31,搓,phsh,behavioral_naming-31-1Stim-80.wav,1,40,40,consistent,transparent,765,602,2.883661435,6,,
31,鯨,plsl,behavioral_naming-31-1Stim-81.wav,2,41,1,inconsistent,opaque,837,591,2.922725458,6,,
31,棍,plsl,behavioral_naming-31-1Stim-82.wav,2,42,2,inconsistent,opaque,628,559,2.797959644,7,,
31,抵,phsh,behavioral_naming-31-1Stim-83.wav,2,43,3,consistent,transparent,38803,598,4.588865304,11,,
31,檔,phsl,behavioral_naming-31-1Stim-84.wav,2,44,4,consistent,opaque,5505,1130,3.740757323,5,,
31,綻,plsh,behavioral_naming-31-1Stim-85.wav,2,45,5,inconsistent,transparent,102,555,2.008600172,5,,
31,弒,phsl,behavioral_naming-31-1Stim-86.wav,2,46,6,consistent,opaque,18,774,1.255272505,3,,
31,喚,phsh,behavioral_naming-31-1Stim-87.wav,2,47,7,consistent,transparent,438,521,2.641474111,5,,
31,裱,phsh,behavioral_naming-31-1Stim-88.wav,2,48,8,consistent,transparent,55,554,1.740362689,4,,
31,緝,plsl,behavioral_naming-31-1Stim-89.wav,2,49,9,inconsistent,opaque,368,848,2.565847819,6,,
31,概,plsl,behavioral_naming-31-1Stim-90.wav,2,50,10,inconsistent,opaque,1022,560,3.009450896,4,,
31,稜,plsl,behavioral_naming-31-1Stim-91.wav,2,51,11,inconsistent,opaque,290,853,2.462397998,5,,
31,糕,plsh,behavioral_naming-31-1Stim-92.wav,2,52,12,inconsistent,transparent,373,544,2.571708832,3,,
31,蕾,phsl,behavioral_naming-31-1Stim-93.wav,2,53,13,consistent,opaque,315,507,2.498310554,3,,
31,錳,phsh,behavioral_naming-31-1Stim-94.wav,2,54,14,consistent,transparent,718,506,2.856124444,4,,
31,蟻,phsl,behavioral_naming-31-1Stim-95.wav,2,55,15,consistent,opaque,292,503,2.465382851,3,,
31,嘰,phsl,behavioral_naming-31-1Stim-96.wav,2,56,16,consistent,opaque,49,515,1.69019608,6,,
31,舵,plsl,behavioral_naming-31-1Stim-97.wav,2,57,17,inconsistent,opaque,279,864,2.445604203,9,,
31,撲,phsh,behavioral_naming-31-1Stim-98.wav,2,58,18,consistent,transparent,3915,508,3.592731766,6,,
31,搖,phsh,behavioral_naming-31-1Stim-99.wav,2,59,19,consistent,transparent,1431,481,3.155639634,5,,
31,茗,phsl,behavioral_naming-31-1Stim-100.wav,2,60,20,consistent,opaque,20,576,1.301029996,3,,
31,鶴,plsh,behavioral_naming-31-1Stim-101.wav,2,61,21,inconsistent,transparent,650,511,2.812913357,3,,
31,孕,plsl,behavioral_naming-31-1Stim-102.wav,2,62,22,inconsistent,opaque,465,500,2.667452953,4,,
31,氧,plsh,behavioral_naming-31-1Stim-103.wav,2,63,23,inconsistent,transparent,2301,528,3.361916619,11,,
31,蝸,plsl,behavioral_naming-31-1Stim-104.wav,2,64,24,inconsistent,opaque,12,701,1.079181246,11,,
31,柄,phsh,behavioral_naming-31-1Stim-105.wav,2,65,25,consistent,transparent,390,588,2.591064607,3,,
31,損,plsl,behavioral_naming-31-1Stim-106.wav,2,66,26,inconsistent,opaque,1486,633,3.172018809,6,,
31,搜,plsh,behavioral_naming-31-1Stim-107.wav,2,67,27,inconsistent,transparent,1203,538,3.080265627,8,,
31,編,plsl,behavioral_naming-31-1Stim-108.wav,2,68,28,inconsistent,opaque,6831,627,3.834484285,9,,
31,馴,plsl,behavioral_naming-31-1Stim-109.wav,2,69,29,inconsistent,opaque,74,722,1.86923172,5,,
31,鎚,phsh,behavioral_naming-31-1Stim-110.wav,2,70,30,consistent,transparent,51,502,1.707570176,3,,
31,鉅,phsl,behavioral_naming-31-1Stim-111.wav,2,71,31,consistent,opaque,2346,556,3.370328008,8,,
31,誤,plsl,behavioral_naming-31-1Stim-113.wav,2,73,33,inconsistent,opaque,4650,496,3.667452953,3,,
31,獐,phsl,behavioral_naming-31-1Stim-114.wav,2,74,34,consistent,opaque,83,647,1.919078092,10,,
31,赴,plsh,behavioral_naming-31-1Stim-115.wav,2,75,35,inconsistent,transparent,124761,475,5.096078847,5,,
31,坑,plsh,behavioral_naming-31-1Stim-116.wav,2,76,36,inconsistent,transparent,2593,564,3.413802517,8,,
31,拂,plsl,behavioral_naming-31-1Stim-117.wav,2,77,37,inconsistent,opaque,86,682,1.934498451,7,,
31,咳,plsl,behavioral_naming-31-1Stim-118.wav,2,78,38,inconsistent,opaque,471,654,2.673020907,11,,
31,脫,plsl,behavioral_naming-31-1Stim-119.wav,2,79,39,inconsistent,opaque,3579,642,3.553761698,7,,
31,衝,plsh,behavioral_naming-31-1Stim-120.wav,2,80,40,inconsistent,transparent,3949,518,3.596487134,7,,
31,絹,phsh,behavioral_naming-31-1Stim-121.wav,3,81,1,consistent,transparent,139,1666,2.1430148,6,,
31,灌,plsh,behavioral_naming-31-1Stim-122.wav,3,82,2,inconsistent,transparent,1540,540,3.187520721,8,,
31,諳,phsl,behavioral_naming-31-1Stim-123.wav,3,83,3,consistent,opaque,738,886,2.868056362,7,,
31,喧,phsh,behavioral_naming-31-1Stim-124.wav,3,84,4,consistent,transparent,43,560,1.633468456,5,,
31,搏,plsl,behavioral_naming-31-1Stim-125.wav,3,85,5,inconsistent,opaque,1880,549,3.274157849,6,,
31,輻,phsh,behavioral_naming-31-1Stim-126.wav,3,86,6,consistent,transparent,79,505,1.897627091,9,,
31,醣,phsl,behavioral_naming-31-1Stim-127.wav,3,87,7,consistent,opaque,88,629,1.944482672,4,,
31,謝,phsl,behavioral_naming-31-1Stim-128.wav,3,88,8,consistent,opaque,8824,480,3.945665499,3,,
31,敏,plsh,behavioral_naming-31-1Stim-129.wav,3,89,9,inconsistent,transparent,1610,448,3.206825876,10,,
31,矇,phsh,behavioral_naming-31-1Stim-130.wav,3,90,10,consistent,transparent,159,415,2.201397124,4,,
31,拌,plsh,behavioral_naming-31-1Stim-131.wav,3,91,11,inconsistent,transparent,702,526,2.846337112,8,,
31,紐,phsl,behavioral_naming-31-1Stim-132.wav,3,92,12,consistent,opaque,1644,515,3.215901813,6,,
31,批,phsl,behavioral_naming-31-1Stim-133.wav,3,93,13,consistent,opaque,239027,496,5.378446961,10,,
31,詐,plsl,behavioral_naming-31-1Stim-134.wav,3,94,14,inconsistent,opaque,448,520,2.651278014,11,,
31,跨,phsl,behavioral_naming-31-1Stim-135.wav,3,95,15,consistent,opaque,21329,556,4.328970494,5,,
31,淘,phsl,behavioral_naming-31-1Stim-136.wav,3,96,16,consistent,opaque,200,550,2.301029996,5,,
31,謂,phsh,behavioral_naming-31-1Stim-138.wav,3,98,18,consistent,transparent,967,534,2.985426474,4,,
31,廟,plsh,behavioral_naming-31-1Stim-139.wav,3,99,19,inconsistent,transparent,3207,477,3.50609896,3,,
31,鋰,phsl,behavioral_naming-31-1Stim-140.wav,3,100,20,consistent,opaque,1369,1207,3.136403448,10,,
31,釋,plsl,behavioral_naming-31-1Stim-141.wav,3,101,21,inconsistent,opaque,1684,469,3.226342087,7,,
31,遛,phsl,behavioral_naming-31-1Stim-142.wav,3,102,22,consistent,opaque,63,1366,1.799340549,5,,
31,楠,phsl,behavioral_naming-31-1Stim-143.wav,3,103,23,consistent,opaque,634,639,2.802089258,3,,
31,顱,phsl,behavioral_naming-31-1Stim-144.wav,3,104,24,consistent,opaque,760,556,2.880813592,9,,
31,腋,phsh,behavioral_naming-31-1Stim-145.wav,3,105,25,consistent,transparent,405,935,2.607455023,3,,
31,狐,plsh,behavioral_naming-31-1Stim-146.wav,3,106,26,inconsistent,transparent,578,767,2.761927838,5,,
31,餵,phsh,behavioral_naming-31-1Stim-147.wav,3,107,27,consistent,transparent,1908,702,3.28057837,5,,
31,倫,phsl,behavioral_naming-31-1Stim-148.wav,3,108,28,consistent,opaque,2581,542,3.411788005,8,,
31,寒,plsh,behavioral_naming-31-1Stim-149.wav,3,109,29,inconsistent,transparent,2037,492,3.308991029,6,,
31,缺,plsh,behavioral_naming-31-1Stim-150.wav,3,110,30,inconsistent,transparent,22209,622,4.346529004,6,,
31,憶,phsl,behavioral_naming-31-1Stim-151.wav,3,111,31,consistent,opaque,850,616,2.929418926,5,,
31,餅,plsl,behavioral_naming-31-1Stim-152.wav,3,112,32,inconsistent,opaque,3239,581,3.510410948,9,,
31,偶,plsl,behavioral_naming-31-1Stim-153.wav,3,113,33,inconsistent,opaque,2552,516,3.40688067,9,,
31,磷,phsl,behavioral_naming-31-1Stim-154.wav,3,114,34,consistent,opaque,1988,578,3.29841638,8,,
31,野,plsl,behavioral_naming-31-1Stim-155.wav,3,115,35,inconsistent,opaque,3134,560,3.496098992,9,,
31,詩,plsh,behavioral_naming-31-1Stim-156.wav,3,116,36,inconsistent,transparent,6937,413,3.841171694,10,,
31,凜,phsh,behavioral_naming-31-1Stim-157.wav,3,117,37,consistent,transparent,41,655,1.612783857,3,,
31,館,phsl,behavioral_naming-31-1Stim-158.wav,3,118,38,consistent,opaque,7111,466,3.851930679,8,,
31,鬆,phsl,behavioral_naming-31-1Stim-159.wav,3,119,39,consistent,opaque,3625,434,3.559308011,4,,
31,遺,plsl,behavioral_naming-31-1Stim-160.wav,3,120,40,inconsistent,opaque,1736,440,3.239549721,5,,
31,映,plsl,behavioral_naming-31-1Stim-161.wav,4,121,1,inconsistent,opaque,845,537,2.926856709,8,,
31,梗,plsl,behavioral_naming-31-1Stim-162.wav,4,122,2,inconsistent,opaque,103,513,2.012837225,6,,
31,腐,phsl,behavioral_naming-31-1Stim-163.wav,4,123,3,consistent,opaque,168,462,2.225309282,3,,
31,誌,phsl,behavioral_naming-31-1Stim-164.wav,4,124,4,consistent,opaque,404,414,2.606381365,3,,
31,慢,phsh,behavioral_naming-31-1Stim-165.wav,4,125,5,consistent,transparent,13189,414,4.120211868,8,,
31,腦,phsh,behavioral_naming-31-1Stim-166.wav,4,126,6,consistent,transparent,7703,392,3.886659898,3,,
31,痣,phsh,behavioral_naming-31-1Stim-167.wav,4,127,7,consistent,transparent,184,456,2.264817823,3,,
31,掠,plsl,behavioral_naming-31-1Stim-168.wav,4,128,8,inconsistent,opaque,302,520,2.480006943,6,,
31,爺,phsh,behavioral_naming-31-1Stim-169.wav,4,129,9,consistent,transparent,97,374,1.986771734,3,,
31,醒,phsh,behavioral_naming-31-1Stim-170.wav,4,130,10,consistent,transparent,1483,399,3.171141151,4,,
31,熬,phsh,behavioral_naming-31-1Stim-171.wav,4,131,11,consistent,transparent,614,465,2.788168371,10,,
31,桿,plsl,behavioral_naming-31-1Stim-172.wav,4,132,12,inconsistent,opaque,50450,587,4.702861171,6,,
31,酷,plsh,behavioral_naming-31-1Stim-173.wav,4,133,13,inconsistent,transparent,2400,518,3.380211242,9,,
31,淨,plsl,behavioral_naming-31-1Stim-174.wav,4,134,14,inconsistent,opaque,9021,488,3.955254683,10,,
31,殘,plsh,behavioral_naming-31-1Stim-175.wav,4,135,15,inconsistent,transparent,1398,433,3.145507171,10,,
31,攤,phsh,behavioral_naming-31-1Stim-176.wav,4,136,16,consistent,transparent,3478,403,3.541329578,3,,
31,鐳,phsl,behavioral_naming-31-1Stim-177.wav,4,137,17,consistent,opaque,147,415,2.167317335,3,,
31,湖,phsh,behavioral_naming-31-1Stim-178.wav,4,138,18,consistent,transparent,7481,397,3.873959655,8,,
31,捷,phsl,behavioral_naming-31-1Stim-179.wav,4,139,19,consistent,opaque,5030,450,3.701567985,3,,
31,淹,phsh,behavioral_naming-31-1Stim-180.wav,4,140,20,consistent,transparent,3045,417,3.483587297,9,,
31,晏,plsh,behavioral_naming-31-1Stim-181.wav,4,141,21,inconsistent,transparent,531,638,2.725094521,8,,
31,棺,phsl,behavioral_naming-31-1Stim-182.wav,4,142,22,consistent,opaque,674,604,2.828659897,8,,
31,溜,phsh,behavioral_naming-31-1Stim-183.wav,4,143,23,consistent,transparent,776,748,2.889861721,5,,
31,饌,plsl,behavioral_naming-31-1Stim-184.wav,4,144,24,inconsistent,opaque,20,517,1.301029996,3,,
31,噹,phsh,behavioral_naming-31-1Stim-185.wav,4,145,25,consistent,transparent,144,562,2.158362492,5,,
31,煎,phsh,behavioral_naming-31-1Stim-186.wav,4,146,26,consistent,transparent,308,573,2.488550717,4,,
31,摺,phsl,behavioral_naming-31-1Stim-187.wav,4,147,27,consistent,opaque,143,459,2.155336037,3,,
31,灘,phsh,behavioral_naming-31-1Stim-188.wav,4,148,28,consistent,transparent,2952,516,3.470116353,3,,
31,顫,plsh,behavioral_naming-31-1Stim-189.wav,4,149,29,inconsistent,transparent,118,514,2.071882007,7,,
31,尊,plsh,behavioral_naming-31-1Stim-190.wav,4,150,30,inconsistent,transparent,5764,445,3.760723972,5,,
31,符,phsl,behavioral_naming-31-1Stim-191.wav,4,151,31,consistent,opaque,3583,419,3.554246808,4,,
31,拒,phsl,behavioral_naming-31-1Stim-192.wav,4,152,32,consistent,opaque,11072,511,4.044226077,8,,
31,幅,phsh,behavioral_naming-31-1Stim-193.wav,4,153,33,consistent,transparent,25457,524,4.405807223,9,,
31,嫁,phsh,behavioral_naming-31-1Stim-194.wav,4,154,34,consistent,transparent,1726,553,3.237040791,3,,
31,潭,phsh,behavioral_naming-31-1Stim-195.wav,4,155,35,consistent,transparent,532,461,2.725911632,4,,
31,辭,plsh,behavioral_naming-31-1Stim-196.wav,4,156,36,inconsistent,transparent,4095,441,3.612253906,5,,
31,誓,plsl,behavioral_naming-31-1Stim-197.wav,4,157,37,inconsistent,opaque,1049,370,3.020775488,6,,
31,殲,plsh,behavioral_naming-31-1Stim-198.wav,4,158,38,inconsistent,transparent,249,444,2.396199347,5,,
31,錦,plsl,behavioral_naming-31-1Stim-199.wav,4,159,39,inconsistent,opaque,1059,475,3.02489596,4,,
31,覓,plsh,behavioral_naming-31-1Stim-200.wav,4,160,40,inconsistent,transparent,2267,538,3.35545152,9,,
32,鯨,plsl,behavioral_naming-32-1Stim-41.wav,1,1,1,inconsistent,opaque,837,517,2.922725458,6,,
32,誤,plsl,behavioral_naming-32-1Stim-42.wav,1,2,2,inconsistent,opaque,4650,425,3.667452953,3,,
32,嘰,phsl,behavioral_naming-32-1Stim-44.wav,1,4,4,consistent,opaque,49,600,1.69019608,6,,
32,錳,phsh,behavioral_naming-32-1Stim-45.wav,1,5,5,consistent,transparent,718,710,2.856124444,4,,
32,綻,plsh,behavioral_naming-32-1Stim-46.wav,1,6,6,inconsistent,transparent,102,1330,2.008600172,5,,
32,裱,phsh,behavioral_naming-32-1Stim-48.wav,1,8,8,consistent,transparent,55,558,1.740362689,4,,
32,鶴,plsh,behavioral_naming-32-1Stim-49.wav,1,9,9,inconsistent,transparent,650,482,2.812913357,3,,
32,蕾,phsl,behavioral_naming-32-1Stim-50.wav,1,10,10,consistent,opaque,315,453,2.498310554,3,,
32,鎚,phsh,behavioral_naming-32-1Stim-51.wav,1,11,11,consistent,transparent,51,522,1.707570176,3,,
32,拂,plsl,behavioral_naming-32-1Stim-52.wav,1,12,12,inconsistent,opaque,86,852,1.934498451,7,,
32,概,plsl,behavioral_naming-32-1Stim-53.wav,1,13,13,inconsistent,opaque,1022,995,3.009450896,4,,
32,損,plsl,behavioral_naming-32-1Stim-54.wav,1,14,14,inconsistent,opaque,1486,1129,3.172018809,6,,
32,孕,plsl,behavioral_naming-32-1Stim-55.wav,1,15,15,inconsistent,opaque,465,506,2.667452953,4,,
32,獐,phsl,behavioral_naming-32-1Stim-56.wav,1,16,16,consistent,opaque,83,877,1.919078092,10,,
32,咳,plsl,behavioral_naming-32-1Stim-57.wav,1,17,17,inconsistent,opaque,471,1513,2.673020907,11,,
32,坑,plsh,behavioral_naming-32-1Stim-58.wav,1,18,18,inconsistent,transparent,2593,471,3.413802517,8,,
32,馴,plsl,behavioral_naming-32-1Stim-59.wav,1,19,19,inconsistent,opaque,74,563,1.86923172,5,,
32,鉅,phsl,behavioral_naming-32-1Stim-60.wav,1,20,20,consistent,opaque,2346,553,3.370328008,8,,
32,衝,plsh,behavioral_naming-32-1Stim-62.wav,1,22,22,inconsistent,transparent,3949,411,3.596487134,7,,
32,茗,phsl,behavioral_naming-32-1Stim-63.wav,1,23,23,consistent,opaque,20,459,1.301029996,3,,
32,蝸,plsl,behavioral_naming-32-1Stim-64.wav,1,24,24,inconsistent,opaque,12,955,1.079181246,11,,
32,檔,phsl,behavioral_naming-32-1Stim-66.wav,1,26,26,consistent,opaque,5505,556,3.740757323,5,,
32,編,plsl,behavioral_naming-32-1Stim-67.wav,1,27,27,inconsistent,opaque,6831,485,3.834484285,9,,
32,喚,phsh,behavioral_naming-32-1Stim-68.wav,1,28,28,consistent,transparent,438,513,2.641474111,5,,
32,搜,plsh,behavioral_naming-32-1Stim-69.wav,1,29,29,inconsistent,transparent,1203,499,3.080265627,8,,
32,蟻,phsl,behavioral_naming-32-1Stim-70.wav,1,30,30,consistent,opaque,292,438,2.465382851,3,,
32,氧,plsh,behavioral_naming-32-1Stim-71.wav,1,31,31,inconsistent,transparent,2301,489,3.361916619,11,,
32,抵,phsh,behavioral_naming-32-1Stim-72.wav,1,32,32,consistent,transparent,38803,507,4.588865304,11,,
32,糕,plsh,behavioral_naming-32-1Stim-74.wav,1,34,34,inconsistent,transparent,373,517,2.571708832,3,,
32,搖,phsh,behavioral_naming-32-1Stim-75.wav,1,35,35,consistent,transparent,1431,452,3.155639634,5,,
32,柄,phsh,behavioral_naming-32-1Stim-76.wav,1,36,36,consistent,transparent,390,648,2.591064607,3,,
32,棍,plsl,behavioral_naming-32-1Stim-77.wav,1,37,37,inconsistent,opaque,628,497,2.797959644,7,,
32,赴,plsh,behavioral_naming-32-1Stim-78.wav,1,38,38,inconsistent,transparent,124761,495,5.096078847,5,,
32,脫,plsl,behavioral_naming-32-1Stim-79.wav,1,39,39,inconsistent,opaque,3579,430,3.553761698,7,,
32,弒,phsl,behavioral_naming-32-1Stim-80.wav,1,40,40,consistent,opaque,18,522,1.255272505,3,,
32,符,phsl,behavioral_naming-32-1Stim-81.wav,2,41,1,consistent,opaque,3583,391,3.554246808,4,,
32,幅,phsh,behavioral_naming-32-1Stim-82.wav,2,42,2,consistent,transparent,25457,406,4.405807223,9,,
32,噹,phsh,behavioral_naming-32-1Stim-83.wav,2,43,3,consistent,transparent,144,484,2.158362492,5,,
32,棺,phsl,behavioral_naming-32-1Stim-84.wav,2,44,4,consistent,opaque,674,498,2.828659897,8,,
32,晏,plsh,behavioral_naming-32-1Stim-85.wav,2,45,5,inconsistent,transparent,531,503,2.725094521,8,,
32,嫁,phsh,behavioral_naming-32-1Stim-86.wav,2,46,6,consistent,transparent,1726,481,3.237040791,3,,
32,煎,phsh,behavioral_naming-32-1Stim-87.wav,2,47,7,consistent,transparent,308,443,2.488550717,4,,
32,殲,plsh,behavioral_naming-32-1Stim-88.wav,2,48,8,inconsistent,transparent,249,732,2.396199347,5,,
32,溜,phsh,behavioral_naming-32-1Stim-89.wav,2,49,9,consistent,transparent,776,473,2.889861721,5,,
32,尊,plsh,behavioral_naming-32-1Stim-91.wav,2,51,11,inconsistent,transparent,5764,456,3.760723972,5,,
32,熬,phsh,behavioral_naming-32-1Stim-92.wav,2,52,12,consistent,transparent,614,543,2.788168371,10,,
32,梗,plsl,behavioral_naming-32-1Stim-93.wav,2,53,13,inconsistent,opaque,103,556,2.012837225,6,,
32,顫,plsh,behavioral_naming-32-1Stim-94.wav,2,54,14,inconsistent,transparent,118,811,2.071882007,7,,
32,淹,phsh,behavioral_naming-32-1Stim-95.wav,2,55,15,consistent,transparent,3045,483,3.483587297,9,,
32,錦,plsl,behavioral_naming-32-1Stim-96.wav,2,56,16,inconsistent,opaque,1059,512,3.02489596,4,,
32,摺,phsl,behavioral_naming-32-1Stim-97.wav,2,57,17,consistent,opaque,143,506,2.155336037,3,,
32,爺,phsh,behavioral_naming-32-1Stim-98.wav,2,58,18,consistent,transparent,97,418,1.986771734,3,,
32,灘,phsh,behavioral_naming-32-1Stim-99.wav,2,59,19,consistent,transparent,2952,491,3.470116353,3,,
32,淨,plsl,behavioral_naming-32-1Stim-100.wav,2,60,20,inconsistent,opaque,9021,649,3.955254683,10,,
32,鐳,phsl,behavioral_naming-32-1Stim-101.wav,2,61,21,consistent,opaque,147,554,2.167317335,3,,
32,攤,phsh,behavioral_naming-32-1Stim-102.wav,2,62,22,consistent,transparent,3478,509,3.541329578,3,,
32,誌,phsl,behavioral_naming-32-1Stim-103.wav,2,63,23,consistent,opaque,404,558,2.606381365,3,,
32,慢,phsh,behavioral_naming-32-1Stim-104.wav,2,64,24,consistent,transparent,13189,463,4.120211868,8,,
32,掠,plsl,behavioral_naming-32-1Stim-105.wav,2,65,25,inconsistent,opaque,302,933,2.480006943,6,,
32,捷,phsl,behavioral_naming-32-1Stim-106.wav,2,66,26,consistent,opaque,5030,496,3.701567985,3,,
32,覓,plsh,behavioral_naming-32-1Stim-107.wav,2,67,27,inconsistent,transparent,2267,499,3.35545152,9,,
32,腦,phsh,behavioral_naming-32-1Stim-108.wav,2,68,28,consistent,transparent,7703,451,3.886659898,3,,
32,醒,phsh,behavioral_naming-32-1Stim-109.wav,2,69,29,consistent,transparent,1483,381,3.171141151,4,,
32,腐,phsl,behavioral_naming-32-1Stim-110.wav,2,70,30,consistent,opaque,168,470,2.225309282,3,,
32,辭,plsh,behavioral_naming-32-1Stim-111.wav,2,71,31,inconsistent,transparent,4095,472,3.612253906,5,,
32,殘,plsh,behavioral_naming-32-1Stim-112.wav,2,72,32,inconsistent,transparent,1398,537,3.145507171,10,,
32,桿,plsl,behavioral_naming-32-1Stim-113.wav,2,73,33,inconsistent,opaque,50450,777,4.702861171,6,,
32,酷,plsh,behavioral_naming-32-1Stim-114.wav,2,74,34,inconsistent,transparent,2400,463,3.380211242,9,,
32,拒,phsl,behavioral_naming-32-1Stim-115.wav,2,75,35,consistent,opaque,11072,545,4.044226077,8,,
32,湖,phsh,behavioral_naming-32-1Stim-116.wav,2,76,36,consistent,transparent,7481,428,3.873959655,8,,
32,潭,phsh,behavioral_naming-32-1Stim-117.wav,2,77,37,consistent,transparent,532,475,2.725911632,4,,
32,饌,plsl,behavioral_naming-32-1Stim-118.wav,2,78,38,inconsistent,opaque,20,741,1.301029996,3,,
32,誓,plsl,behavioral_naming-32-1Stim-119.wav,2,79,39,inconsistent,opaque,1049,461,3.020775488,6,,
32,痣,phsh,behavioral_naming-32-1Stim-120.wav,2,80,40,consistent,transparent,184,559,2.264817823,3,,
32,吵,plsh,behavioral_naming-32-1Stim-121.wav,3,81,1,inconsistent,transparent,1718,483,3.235023159,10,,
