Subject,Stim,Condition,StimSoundIn1.Filename,SubTrialList.Cycle,SubTrialList.Sample,SubTrialList,phonetic_cons,semantic_trans,frequency,correctRT,accuracy,log_F.base10.,acc_rate,PhonN
1,腐,phsl,behavioral_naming-1-1Stim-41.wav,1,1,1,consistent,opaque,168,574,0,2.225309282,0.075,3
1,映,plsl,behavioral_naming-1-1Stim-42.wav,1,2,2,inconsistent,opaque,845,580,0,2.926856709,0.075,8
1,湖,phsh,behavioral_naming-1-1Stim-43.wav,1,3,3,consistent,transparent,7481,510,0,3.873959655,0.075,8
1,腦,phsh,behavioral_naming-1-1Stim-44.wav,1,4,4,consistent,transparent,7703,439,0,3.886659898,0.075,3
1,嫁,phsh,behavioral_naming-1-1Stim-45.wav,1,5,5,consistent,transparent,1726,574,0,3.237040791,0.075,3
1,殲,plsh,behavioral_naming-1-1Stim-46.wav,1,6,6,inconsistent,transparent,249,945,0,2.396199347,0.075,5
1,棺,phsl,behavioral_naming-1-1Stim-47.wav,1,7,7,consistent,opaque,674,831,0,2.828659897,0.075,8
1,掠,plsl,behavioral_naming-1-1Stim-48.wav,1,8,8,inconsistent,opaque,302,941,0,2.480006943,0.075,6
1,晏,plsh,behavioral_naming-1-1Stim-49.wav,1,9,9,inconsistent,transparent,531,831,0,2.725094521,0.075,8
1,淹,phsh,behavioral_naming-1-1Stim-50.wav,1,10,10,consistent,transparent,3045,600,0,3.483587297,0.075,9
1,捷,phsl,behavioral_naming-1-1Stim-51.wav,1,11,11,consistent,opaque,5030,602,0,3.701567985,0.075,3
1,熬,phsh,behavioral_naming-1-1Stim-52.wav,1,12,12,consistent,transparent,614,651,0,2.788168371,0.075,10
1,殘,plsh,behavioral_naming-1-1Stim-53.wav,1,13,13,inconsistent,transparent,1398,622,0,3.145507171,0.075,10
1,潭,phsh,behavioral_naming-1-1Stim-54.wav,1,14,14,consistent,transparent,532,582,0,2.725911632,0.075,4
1,梗,plsl,behavioral_naming-1-1Stim-55.wav,1,15,15,inconsistent,opaque,103,591,0,2.012837225,0.075,6
1,符,phsl,behavioral_naming-1-1Stim-56.wav,1,16,16,consistent,opaque,3583,510,0,3.554246808,0.075,4
1,慢,phsh,behavioral_naming-1-1Stim-57.wav,1,17,17,consistent,transparent,13189,487,0,4.120211868,0.075,8
1,覓,plsh,behavioral_naming-1-1Stim-58.wav,1,18,18,inconsistent,transparent,2267,548,0,3.35545152,0.075,9
1,痣,phsh,behavioral_naming-1-1Stim-59.wav,1,19,19,consistent,transparent,184,520,0,2.264817823,0.075,3
1,幅,phsh,behavioral_naming-1-1Stim-60.wav,1,20,20,consistent,transparent,25457,NaN,1,4.405807223,0.075,9
1,灘,phsh,behavioral_naming-1-1Stim-61.wav,1,21,21,consistent,transparent,2952,599,0,3.470116353,0.075,3
1,桿,plsl,behavioral_naming-1-1Stim-62.wav,1,22,22,inconsistent,opaque,50450,765,0,4.702861171,0.075,6
1,噹,phsh,behavioral_naming-1-1Stim-63.wav,1,23,23,consistent,transparent,144,803,0,2.158362492,0.075,5
1,酷,plsh,behavioral_naming-1-1Stim-64.wav,1,24,24,inconsistent,transparent,2400,602,0,3.380211242,0.075,9
1,鐳,phsl,behavioral_naming-1-1Stim-65.wav,1,25,25,consistent,opaque,147,NaN,1,2.167317335,0.075,3
1,辭,plsh,behavioral_naming-1-1Stim-66.wav,1,26,26,inconsistent,transparent,4095,699,0,3.612253906,0.075,5
1,溜,phsh,behavioral_naming-1-1Stim-67.wav,1,27,27,consistent,transparent,776,581,0,2.889861721,0.075,5
1,煎,phsh,behavioral_naming-1-1Stim-68.wav,1,28,28,consistent,transparent,308,867,0,2.488550717,0.075,4
1,誌,phsl,behavioral_naming-1-1Stim-69.wav,1,29,29,consistent,opaque,404,629,0,2.606381365,0.075,3
1,顫,plsh,behavioral_naming-1-1Stim-70.wav,1,30,30,inconsistent,transparent,118,710,0,2.071882007,0.075,7
1,饌,plsl,behavioral_naming-1-1Stim-71.wav,1,31,31,inconsistent,opaque,20,737,0,1.301029996,0.075,3
1,拒,phsl,behavioral_naming-1-1Stim-72.wav,1,32,32,consistent,opaque,11072,NaN,1,4.044226077,0.075,8
1,尊,plsh,behavioral_naming-1-1Stim-73.wav,1,33,33,inconsistent,transparent,5764,592,0,3.760723972,0.075,5
1,摺,phsl,behavioral_naming-1-1Stim-74.wav,1,34,34,consistent,opaque,143,605,0,2.155336037,0.075,3
1,攤,phsh,behavioral_naming-1-1Stim-75.wav,1,35,35,consistent,transparent,3478,1010,0,3.541329578,0.075,3
1,醒,phsh,behavioral_naming-1-1Stim-76.wav,1,36,36,consistent,transparent,1483,552,0,3.171141151,0.075,4
1,誓,plsl,behavioral_naming-1-1Stim-77.wav,1,37,37,inconsistent,opaque,1049,544,0,3.020775488,0.075,6
1,淨,plsl,behavioral_naming-1-1Stim-78.wav,1,38,38,inconsistent,opaque,9021,655,0,3.955254683,0.075,10
1,爺,phsh,behavioral_naming-1-1Stim-79.wav,1,39,39,consistent,transparent,97,672,0,1.986771734,0.075,3
1,錦,plsl,behavioral_naming-1-1Stim-80.wav,1,40,40,inconsistent,opaque,1059,545,0,3.02489596,0.075,4
1,廟,plsh,behavioral_naming-1-1Stim-81.wav,2,41,1,inconsistent,transparent,3207,627,0,3.50609896,0.075,3
1,淘,phsl,behavioral_naming-1-1Stim-82.wav,2,42,2,consistent,opaque,200,477,0,2.301029996,0.075,5
1,館,phsl,behavioral_naming-1-1Stim-83.wav,2,43,3,consistent,opaque,7111,569,0,3.851930679,0.075,8
1,批,phsl,behavioral_naming-1-1Stim-84.wav,2,44,4,consistent,opaque,239027,539,0,5.378446961,0.075,10
1,釋,plsl,behavioral_naming-1-1Stim-85.wav,2,45,5,inconsistent,opaque,1684,465,0,3.226342087,0.075,7
1,餵,phsh,behavioral_naming-1-1Stim-86.wav,2,46,6,consistent,transparent,1908,504,0,3.28057837,0.075,5
1,絹,phsh,behavioral_naming-1-1Stim-87.wav,2,47,7,consistent,transparent,139,603,0,2.1430148,0.075,6
1,倫,phsl,behavioral_naming-1-1Stim-88.wav,2,48,8,consistent,opaque,2581,546,0,3.411788005,0.075,8
1,楠,phsl,behavioral_naming-1-1Stim-89.wav,2,49,9,consistent,opaque,634,690,0,2.802089258,0.075,3
1,詩,plsh,behavioral_naming-1-1Stim-90.wav,2,50,10,inconsistent,transparent,6937,455,0,3.841171694,0.075,10
1,磷,phsl,behavioral_naming-1-1Stim-91.wav,2,51,11,consistent,opaque,1988,641,0,3.29841638,0.075,8
1,狐,plsh,behavioral_naming-1-1Stim-92.wav,2,52,12,inconsistent,transparent,578,850,0,2.761927838,0.075,5
1,遺,plsl,behavioral_naming-1-1Stim-93.wav,2,53,13,inconsistent,opaque,1736,650,0,3.239549721,0.075,5
1,鋰,phsl,behavioral_naming-1-1Stim-94.wav,2,54,14,consistent,opaque,1369,572,0,3.136403448,0.075,10
1,諳,phsl,behavioral_naming-1-1Stim-95.wav,2,55,15,consistent,opaque,738,NaN,1,2.868056362,0.075,7
1,謝,phsl,behavioral_naming-1-1Stim-96.wav,2,56,16,consistent,opaque,8824,540,0,3.945665499,0.075,3
1,偶,plsl,behavioral_naming-1-1Stim-97.wav,2,57,17,inconsistent,opaque,2552,523,0,3.40688067,0.075,9
1,腋,phsh,behavioral_naming-1-1Stim-98.wav,2,58,18,consistent,transparent,405,876,0,2.607455023,0.075,3
1,紐,phsl,behavioral_naming-1-1Stim-99.wav,2,59,19,consistent,opaque,1644,917,0,3.215901813,0.075,6
1,憶,phsl,behavioral_naming-1-1Stim-100.wav,2,60,20,consistent,opaque,850,650,0,2.929418926,0.075,5
1,喧,phsh,behavioral_naming-1-1Stim-101.wav,2,61,21,consistent,transparent,43,487,0,1.633468456,0.075,5
1,詐,plsl,behavioral_naming-1-1Stim-102.wav,2,62,22,inconsistent,opaque,448,594,0,2.651278014,0.075,11
1,顱,phsl,behavioral_naming-1-1Stim-103.wav,2,63,23,consistent,opaque,760,670,0,2.880813592,0.075,9
1,拌,plsh,behavioral_naming-1-1Stim-104.wav,2,64,24,inconsistent,transparent,702,685,0,2.846337112,0.075,8
1,野,plsl,behavioral_naming-1-1Stim-105.wav,2,65,25,inconsistent,opaque,3134,666,0,3.496098992,0.075,9
1,遛,phsl,behavioral_naming-1-1Stim-106.wav,2,66,26,consistent,opaque,63,NaN,1,1.799340549,0.075,5
1,敏,plsh,behavioral_naming-1-1Stim-107.wav,2,67,27,inconsistent,transparent,1610,428,0,3.206825876,0.075,10
1,輻,phsh,behavioral_naming-1-1Stim-108.wav,2,68,28,consistent,transparent,79,459,0,1.897627091,0.075,9
1,搏,plsl,behavioral_naming-1-1Stim-109.wav,2,69,29,inconsistent,opaque,1880,523,0,3.274157849,0.075,6
1,醣,phsl,behavioral_naming-1-1Stim-110.wav,2,70,30,consistent,opaque,88,594,0,1.944482672,0.075,4
1,舐,plsl,behavioral_naming-1-1Stim-111.wav,2,71,31,inconsistent,opaque,11,NaN,1,1.041392685,0.075,5
1,凜,phsh,behavioral_naming-1-1Stim-112.wav,2,72,32,consistent,transparent,41,656,0,1.612783857,0.075,3
1,矇,phsh,behavioral_naming-1-1Stim-113.wav,2,73,33,consistent,transparent,159,535,0,2.201397124,0.075,4
1,鬆,phsl,behavioral_naming-1-1Stim-114.wav,2,74,34,consistent,opaque,3625,434,0,3.559308011,0.075,4
1,謂,phsh,behavioral_naming-1-1Stim-115.wav,2,75,35,consistent,transparent,967,663,0,2.985426474,0.075,4
1,缺,plsh,behavioral_naming-1-1Stim-116.wav,2,76,36,inconsistent,transparent,22209,550,0,4.346529004,0.075,6
1,灌,plsh,behavioral_naming-1-1Stim-117.wav,2,77,37,inconsistent,transparent,1540,727,0,3.187520721,0.075,8
1,餅,plsl,behavioral_naming-1-1Stim-118.wav,2,78,38,inconsistent,opaque,3239,640,0,3.510410948,0.075,9
1,寒,plsh,behavioral_naming-1-1Stim-119.wav,2,79,39,inconsistent,transparent,2037,434,0,3.308991029,0.075,6
1,跨,phsl,behavioral_naming-1-1Stim-120.wav,2,80,40,consistent,opaque,21329,565,0,4.328970494,0.075,5
1,概,plsl,behavioral_naming-1-1Stim-121.wav,3,81,1,inconsistent,opaque,1022,818,0,3.009450896,0.075,4
1,撲,phsh,behavioral_naming-1-1Stim-122.wav,3,82,2,consistent,transparent,3915,495,0,3.592731766,0.075,6
1,檔,phsl,behavioral_naming-1-1Stim-123.wav,3,83,3,consistent,opaque,5505,773,0,3.740757323,0.075,5
1,氧,plsh,behavioral_naming-1-1Stim-124.wav,3,84,4,inconsistent,transparent,2301,680,0,3.361916619,0.075,11
1,嘰,phsl,behavioral_naming-1-1Stim-125.wav,3,85,5,consistent,opaque,49,731,0,1.69019608,0.075,6
1,稜,plsl,behavioral_naming-1-1Stim-126.wav,3,86,6,inconsistent,opaque,290,NaN,1,2.462397998,0.075,5
1,喚,phsh,behavioral_naming-1-1Stim-127.wav,3,87,7,consistent,transparent,438,637,0,2.641474111,0.075,5
1,蕾,phsl,behavioral_naming-1-1Stim-128.wav,3,88,8,consistent,opaque,315,629,0,2.498310554,0.075,3
1,抵,phsh,behavioral_naming-1-1Stim-129.wav,3,89,9,consistent,transparent,38803,637,0,4.588865304,0.075,11
1,搖,phsh,behavioral_naming-1-1Stim-130.wav,3,90,10,consistent,transparent,1431,546,0,3.155639634,0.075,5
1,茗,phsl,behavioral_naming-1-1Stim-131.wav,3,91,11,consistent,opaque,20,738,0,1.301029996,0.075,3
1,糕,plsh,behavioral_naming-1-1Stim-132.wav,3,92,12,inconsistent,transparent,373,611,0,2.571708832,0.075,3
1,孕,plsl,behavioral_naming-1-1Stim-133.wav,3,93,13,inconsistent,opaque,465,511,0,2.667452953,0.075,4
1,編,plsl,behavioral_naming-1-1Stim-134.wav,3,94,14,inconsistent,opaque,6831,611,0,3.834484285,0.075,9
1,柄,phsh,behavioral_naming-1-1Stim-135.wav,3,95,15,consistent,transparent,390,645,0,2.591064607,0.075,3
1,坑,plsh,behavioral_naming-1-1Stim-136.wav,3,96,16,inconsistent,transparent,2593,765,0,3.413802517,0.075,8
1,蝸,plsl,behavioral_naming-1-1Stim-137.wav,3,97,17,inconsistent,opaque,12,976,0,1.079181246,0.075,11
1,鎚,phsh,behavioral_naming-1-1Stim-138.wav,3,98,18,consistent,transparent,51,552,0,1.707570176,0.075,3
1,錳,phsh,behavioral_naming-1-1Stim-139.wav,3,99,19,consistent,transparent,718,646,0,2.856124444,0.075,4
1,脫,plsl,behavioral_naming-1-1Stim-140.wav,3,100,20,inconsistent,opaque,3579,585,0,3.553761698,0.075,7
1,舵,plsl,behavioral_naming-1-1Stim-141.wav,3,101,21,inconsistent,opaque,279,NaN,1,2.445604203,0.075,9
1,鶴,plsh,behavioral_naming-1-1Stim-142.wav,3,102,22,inconsistent,transparent,650,524,0,2.812913357,0.075,3
1,裱,phsh,behavioral_naming-1-1Stim-143.wav,3,103,23,consistent,transparent,55,673,0,1.740362689,0.075,4
1,綻,plsh,behavioral_naming-1-1Stim-144.wav,3,104,24,inconsistent,transparent,102,615,0,2.008600172,0.075,5
1,拂,plsl,behavioral_naming-1-1Stim-145.wav,3,105,25,inconsistent,opaque,86,NaN,1,1.934498451,0.075,7
1,蟻,phsl,behavioral_naming-1-1Stim-146.wav,3,106,26,consistent,opaque,292,608,0,2.465382851,0.075,3
1,縐,plsl,behavioral_naming-1-1Stim-147.wav,3,107,27,inconsistent,opaque,19,NaN,1,1.278753601,0.075,6
1,弒,phsl,behavioral_naming-1-1Stim-148.wav,3,108,28,consistent,opaque,18,539,0,1.255272505,0.075,3
1,棍,plsl,behavioral_naming-1-1Stim-149.wav,3,109,29,inconsistent,opaque,628,743,0,2.797959644,0.075,7
1,緝,plsl,behavioral_naming-1-1Stim-150.wav,3,110,30,inconsistent,opaque,368,759,0,2.565847819,0.075,6
1,馴,plsl,behavioral_naming-1-1Stim-151.wav,3,111,31,inconsistent,opaque,74,478,0,1.86923172,0.075,5
1,衝,plsh,behavioral_naming-1-1Stim-152.wav,3,112,32,inconsistent,transparent,3949,467,0,3.596487134,0.075,7
1,鉅,phsl,behavioral_naming-1-1Stim-153.wav,3,113,33,consistent,opaque,2346,618,0,3.370328008,0.075,8
1,搜,plsh,behavioral_naming-1-1Stim-154.wav,3,114,34,inconsistent,transparent,1203,417,0,3.080265627,0.075,8
1,鯨,plsl,behavioral_naming-1-1Stim-155.wav,3,115,35,inconsistent,opaque,837,582,0,2.922725458,0.075,6
1,損,plsl,behavioral_naming-1-1Stim-156.wav,3,116,36,inconsistent,opaque,1486,401,0,3.172018809,0.075,6
1,咳,plsl,behavioral_naming-1-1Stim-157.wav,3,117,37,inconsistent,opaque,471,483,0,2.673020907,0.075,11
1,赴,plsh,behavioral_naming-1-1Stim-158.wav,3,118,38,inconsistent,transparent,124761,514,0,5.096078847,0.075,5
1,獐,phsl,behavioral_naming-1-1Stim-159.wav,3,119,39,consistent,opaque,83,874,0,1.919078092,0.075,10
1,誤,plsl,behavioral_naming-1-1Stim-160.wav,3,120,40,inconsistent,opaque,4650,604,0,3.667452953,0.075,3
1,櫻,phsl,behavioral_naming-1-1Stim-161.wav,4,121,1,consistent,opaque,251,780,0,2.399673721,0.075,4
1,賺,plsh,behavioral_naming-1-1Stim-162.wav,4,122,2,inconsistent,transparent,7415,495,0,3.870111155,0.075,9
1,揪,plsh,behavioral_naming-1-1Stim-163.wav,4,123,3,inconsistent,transparent,192,553,0,2.283301229,0.075,7
1,戀,plsh,behavioral_naming-1-1Stim-164.wav,4,124,4,inconsistent,transparent,1813,524,0,3.258397804,0.075,11
1,隸,plsl,behavioral_naming-1-1Stim-165.wav,4,125,5,inconsistent,opaque,243,695,0,2.385606274,0.075,3
1,胖,plsh,behavioral_naming-1-1Stim-166.wav,4,126,6,inconsistent,transparent,2513,472,0,3.400192489,0.075,8
1,逞,phsl,behavioral_naming-1-1Stim-167.wav,4,127,7,consistent,opaque,438,559,0,2.641474111,0.075,4
1,倍,plsl,behavioral_naming-1-1Stim-168.wav,4,128,8,inconsistent,opaque,99099,651,0,4.996069272,0.075,9
1,颳,plsh,behavioral_naming-1-1Stim-169.wav,4,129,9,inconsistent,transparent,335,633,0,2.525044807,0.075,6
1,醃,phsl,behavioral_naming-1-1Stim-170.wav,4,130,10,consistent,opaque,210,543,0,2.322219295,0.075,9
1,禪,plsh,behavioral_naming-1-1Stim-171.wav,4,131,11,inconsistent,transparent,835,548,0,2.921686475,0.075,9
1,鷹,phsh,behavioral_naming-1-1Stim-172.wav,4,132,12,consistent,transparent,2121,738,0,3.326540669,0.075,3
1,猛,phsl,behavioral_naming-1-1Stim-173.wav,4,133,13,consistent,opaque,14154,482,0,4.150879191,0.075,4
1,仰,plsh,behavioral_naming-1-1Stim-174.wav,4,134,14,inconsistent,transparent,1809,557,0,3.257438567,0.075,4
1,餓,phsh,behavioral_naming-1-1Stim-175.wav,4,135,15,consistent,transparent,1342,592,0,3.127752516,0.075,8
1,吵,plsh,behavioral_naming-1-1Stim-176.wav,4,136,16,inconsistent,transparent,1718,456,0,3.235023159,0.075,10
1,趁,plsh,behavioral_naming-1-1Stim-177.wav,4,137,17,inconsistent,transparent,10347,472,0,4.014814449,0.075,7
1,襖,phsh,behavioral_naming-1-1Stim-178.wav,4,138,18,consistent,transparent,27,944,0,1.431363764,0.075,5
1,搓,phsh,behavioral_naming-1-1Stim-179.wav,4,139,19,consistent,transparent,765,624,0,2.883661435,0.075,6
1,裙,plsh,behavioral_naming-1-1Stim-180.wav,4,140,20,inconsistent,transparent,381,516,0,2.580924976,0.075,4
1,癱,phsl,behavioral_naming-1-1Stim-181.wav,4,141,21,consistent,opaque,204,515,0,2.309630167,0.075,3
1,豎,plsl,behavioral_naming-1-1Stim-182.wav,4,142,22,inconsistent,opaque,1091,511,0,3.037824751,0.075,7
1,陷,plsl,behavioral_naming-1-1Stim-183.wav,4,143,23,inconsistent,opaque,3990,505,0,3.600972896,0.075,7
1,譏,phsl,behavioral_naming-1-1Stim-184.wav,4,144,24,consistent,opaque,229,664,0,2.359835482,0.075,6
1,韁,phsh,behavioral_naming-1-1Stim-185.wav,4,145,25,consistent,transparent,31,725,0,1.491361694,0.075,5
1,註,phsh,behavioral_naming-1-1Stim-186.wav,4,146,26,consistent,transparent,680,550,0,2.832508913,0.075,10
1,純,plsl,behavioral_naming-1-1Stim-187.wav,4,147,27,inconsistent,opaque,9545,515,0,3.979775933,0.075,7
1,涸,plsl,behavioral_naming-1-1Stim-188.wav,4,148,28,inconsistent,opaque,15,NaN,1,1.176091259,0.075,5
1,板,plsl,behavioral_naming-1-1Stim-189.wav,4,149,29,inconsistent,opaque,4495,748,0,3.652729696,0.075,10
1,淚,plsh,behavioral_naming-1-1Stim-190.wav,4,150,30,inconsistent,transparent,2682,515,0,3.428458774,0.075,3
1,踢,plsh,behavioral_naming-1-1Stim-191.wav,4,151,31,inconsistent,transparent,8240,431,0,3.915927212,0.075,6
1,燭,plsh,behavioral_naming-1-1Stim-192.wav,4,152,32,inconsistent,transparent,152,506,0,2.181843588,0.075,6
1,嵐,plsl,behavioral_naming-1-1Stim-193.wav,4,153,33,inconsistent,opaque,837,670,0,2.922725458,0.075,5
1,劇,phsl,behavioral_naming-1-1Stim-194.wav,4,154,34,consistent,opaque,10471,529,0,4.01998816,0.075,4
1,烤,phsh,behavioral_naming-1-1Stim-195.wav,4,155,35,consistent,transparent,1961,549,0,3.292477594,0.075,3
1,揖,plsh,behavioral_naming-1-1Stim-196.wav,4,156,36,inconsistent,transparent,14,NaN,1,1.146128036,0.075,6
1,埋,plsh,behavioral_naming-1-1Stim-197.wav,4,157,37,inconsistent,transparent,4182,1157,0,3.621384028,0.075,10
1,剁,phsh,behavioral_naming-1-1Stim-198.wav,4,158,38,consistent,transparent,81,612,0,1.908485019,0.075,3
1,槌,phsl,behavioral_naming-1-1Stim-199.wav,4,159,39,consistent,opaque,788,659,0,2.896526217,0.075,3
1,順,plsh,behavioral_naming-1-1Stim-200.wav,4,160,40,inconsistent,transparent,8144,509,0,3.910837765,0.075,5
2,遺,plsl,behavioral_naming-2-1Stim-41.wav,1,1,1,inconsistent,opaque,1736,633,0,3.239549721,0.0625,5
2,缺,plsh,behavioral_naming-2-1Stim-42.wav,1,2,2,inconsistent,transparent,22209,440,0,4.346529004,0.0625,6
2,搏,plsl,behavioral_naming-2-1Stim-43.wav,1,3,3,inconsistent,opaque,1880,477,0,3.274157849,0.0625,6
2,紐,phsl,behavioral_naming-2-1Stim-44.wav,1,4,4,consistent,opaque,1644,367,0,3.215901813,0.0625,6
2,謂,phsh,behavioral_naming-2-1Stim-45.wav,1,5,5,consistent,transparent,967,420,0,2.985426474,0.0625,4
2,輻,phsh,behavioral_naming-2-1Stim-46.wav,1,6,6,consistent,transparent,79,353,0,1.897627091,0.0625,9
2,矇,phsh,behavioral_naming-2-1Stim-47.wav,1,7,7,consistent,transparent,159,393,0,2.201397124,0.0625,4
2,餅,plsl,behavioral_naming-2-1Stim-48.wav,1,8,8,inconsistent,opaque,3239,525,0,3.510410948,0.0625,9
2,寒,plsh,behavioral_naming-2-1Stim-49.wav,1,9,9,inconsistent,transparent,2037,376,0,3.308991029,0.0625,6
2,野,plsl,behavioral_naming-2-1Stim-50.wav,1,10,10,inconsistent,opaque,3134,403,0,3.496098992,0.0625,9
2,館,phsl,behavioral_naming-2-1Stim-51.wav,1,11,11,consistent,opaque,7111,542,0,3.851930679,0.0625,8
2,灌,plsh,behavioral_naming-2-1Stim-52.wav,1,12,12,inconsistent,transparent,1540,503,0,3.187520721,0.0625,8
2,批,phsl,behavioral_naming-2-1Stim-53.wav,1,13,13,consistent,opaque,239027,484,0,5.378446961,0.0625,10
2,腋,phsh,behavioral_naming-2-1Stim-54.wav,1,14,14,consistent,transparent,405,819,0,2.607455023,0.0625,3
2,遛,phsl,behavioral_naming-2-1Stim-55.wav,1,15,15,consistent,opaque,63,754,0,1.799340549,0.0625,5
2,倫,phsl,behavioral_naming-2-1Stim-56.wav,1,16,16,consistent,opaque,2581,386,0,3.411788005,0.0625,8
2,謝,phsl,behavioral_naming-2-1Stim-57.wav,1,17,17,consistent,opaque,8824,367,0,3.945665499,0.0625,3
2,餵,phsh,behavioral_naming-2-1Stim-58.wav,1,18,18,consistent,transparent,1908,482,0,3.28057837,0.0625,5
2,鬆,phsl,behavioral_naming-2-1Stim-59.wav,1,19,19,consistent,opaque,3625,381,0,3.559308011,0.0625,4
2,舐,plsl,behavioral_naming-2-1Stim-60.wav,1,20,20,inconsistent,opaque,11,501,0,1.041392685,0.0625,5
2,偶,plsl,behavioral_naming-2-1Stim-61.wav,1,21,21,inconsistent,opaque,2552,464,0,3.40688067,0.0625,9
2,喧,phsh,behavioral_naming-2-1Stim-62.wav,1,22,22,consistent,transparent,43,388,0,1.633468456,0.0625,5
2,楠,phsl,behavioral_naming-2-1Stim-63.wav,1,23,23,consistent,opaque,634,433,0,2.802089258,0.0625,3
2,顱,phsl,behavioral_naming-2-1Stim-64.wav,1,24,24,consistent,opaque,760,405,0,2.880813592,0.0625,9
2,廟,plsh,behavioral_naming-2-1Stim-65.wav,1,25,25,inconsistent,transparent,3207,434,0,3.50609896,0.0625,3
2,淘,phsl,behavioral_naming-2-1Stim-66.wav,1,26,26,consistent,opaque,200,395,0,2.301029996,0.0625,5
2,凜,phsh,behavioral_naming-2-1Stim-67.wav,1,27,27,consistent,transparent,41,638,0,1.612783857,0.0625,3
2,詐,plsl,behavioral_naming-2-1Stim-68.wav,1,28,28,inconsistent,opaque,448,466,0,2.651278014,0.0625,11
2,諳,phsl,behavioral_naming-2-1Stim-69.wav,1,29,29,consistent,opaque,738,NaN,1,2.868056362,0.0625,7
2,詩,plsh,behavioral_naming-2-1Stim-70.wav,1,30,30,inconsistent,transparent,6937,371,0,3.841171694,0.0625,10
2,絹,phsh,behavioral_naming-2-1Stim-71.wav,1,31,31,consistent,transparent,139,447,0,2.1430148,0.0625,6
2,敏,plsh,behavioral_naming-2-1Stim-72.wav,1,32,32,inconsistent,transparent,1610,472,0,3.206825876,0.0625,10
2,釋,plsl,behavioral_naming-2-1Stim-73.wav,1,33,33,inconsistent,opaque,1684,383,0,3.226342087,0.0625,7
2,憶,phsl,behavioral_naming-2-1Stim-74.wav,1,34,34,consistent,opaque,850,446,0,2.929418926,0.0625,5
2,拌,plsh,behavioral_naming-2-1Stim-75.wav,1,35,35,inconsistent,transparent,702,433,0,2.846337112,0.0625,8
2,鋰,phsl,behavioral_naming-2-1Stim-76.wav,1,36,36,consistent,opaque,1369,NaN,1,3.136403448,0.0625,10
2,醣,phsl,behavioral_naming-2-1Stim-77.wav,1,37,37,consistent,opaque,88,529,0,1.944482672,0.0625,4
2,狐,plsh,behavioral_naming-2-1Stim-78.wav,1,38,38,inconsistent,transparent,578,NaN,1,2.761927838,0.0625,5
2,磷,phsl,behavioral_naming-2-1Stim-79.wav,1,39,39,consistent,opaque,1988,409,0,3.29841638,0.0625,8
2,跨,phsl,behavioral_naming-2-1Stim-80.wav,1,40,40,consistent,opaque,21329,527,0,4.328970494,0.0625,5
2,颳,plsh,behavioral_naming-2-1Stim-81.wav,2,41,1,inconsistent,transparent,335,774,0,2.525044807,0.0625,6
2,嵐,plsl,behavioral_naming-2-1Stim-82.wav,2,42,2,inconsistent,opaque,837,831,0,2.922725458,0.0625,5
2,隸,plsl,behavioral_naming-2-1Stim-83.wav,2,43,3,inconsistent,opaque,243,528,0,2.385606274,0.0625,3
2,襖,phsh,behavioral_naming-2-1Stim-84.wav,2,44,4,consistent,transparent,27,798,0,1.431363764,0.0625,5
2,裙,plsh,behavioral_naming-2-1Stim-85.wav,2,45,5,inconsistent,transparent,381,382,0,2.580924976,0.0625,4
2,板,plsl,behavioral_naming-2-1Stim-86.wav,2,46,6,inconsistent,opaque,4495,425,0,3.652729696,0.0625,10
2,逞,phsl,behavioral_naming-2-1Stim-87.wav,2,47,7,consistent,opaque,438,525,0,2.641474111,0.0625,4
2,癱,phsl,behavioral_naming-2-1Stim-88.wav,2,48,8,consistent,opaque,204,465,0,2.309630167,0.0625,3
2,吵,plsh,behavioral_naming-2-1Stim-89.wav,2,49,9,inconsistent,transparent,1718,410,0,3.235023159,0.0625,10
2,餓,phsh,behavioral_naming-2-1Stim-90.wav,2,50,10,consistent,transparent,1342,413,0,3.127752516,0.0625,8
2,烤,phsh,behavioral_naming-2-1Stim-91.wav,2,51,11,consistent,transparent,1961,444,0,3.292477594,0.0625,3
2,譏,phsl,behavioral_naming-2-1Stim-92.wav,2,52,12,consistent,opaque,229,449,0,2.359835482,0.0625,6
2,燭,plsh,behavioral_naming-2-1Stim-93.wav,2,53,13,inconsistent,transparent,152,423,0,2.181843588,0.0625,6
2,剁,phsh,behavioral_naming-2-1Stim-94.wav,2,54,14,consistent,transparent,81,483,0,1.908485019,0.0625,3
2,淚,plsh,behavioral_naming-2-1Stim-95.wav,2,55,15,inconsistent,transparent,2682,362,0,3.428458774,0.0625,3
2,倍,plsl,behavioral_naming-2-1Stim-96.wav,2,56,16,inconsistent,opaque,99099,435,0,4.996069272,0.0625,9
2,純,plsl,behavioral_naming-2-1Stim-97.wav,2,57,17,inconsistent,opaque,9545,414,0,3.979775933,0.0625,7
2,註,phsh,behavioral_naming-2-1Stim-98.wav,2,58,18,consistent,transparent,680,408,0,2.832508913,0.0625,10
2,埋,plsh,behavioral_naming-2-1Stim-99.wav,2,59,19,inconsistent,transparent,4182,417,0,3.621384028,0.0625,10
2,涸,plsl,behavioral_naming-2-1Stim-100.wav,2,60,20,inconsistent,opaque,15,NaN,1,1.176091259,0.0625,5
