character	SemRadical_Id_Cld	sem_trans	semN
彩	137	0.083894849	4
汁	125	0.067331897	171
營	39	0.048403051	64
麻	207	0.117965861	2
狂	139	0.054175199	26
緩	128	0.047850624	91
潮	125	0.050429259	171
狠	139	0.053883468	26
鳴	112	0.046536843	22
嚷	9	0.071987591	224
哄	9	0.066628116	224
沖	125	0.065333276	171
晴	31	0.051778937	44
乍	148	0.064421835	8
炮	39	0.056552854	64
哉	9	0.044719308	224
雕	97	0.06017796	18
僧	124	0.044782805	134
息	133	0.061243102	109
溫	125	0.052260539	171
畢	51	0.052134499	21
陡	129	0.049017465	46
鼠	118	0.011732103	2
旺	31	0.058896864	44
燙	39	0.071940223	64
署	186	0.039582125	13
妝	13	0.059646815	59
賤	84	0.05916437	45
虞	192	0.063901945	6
鳳	112	0.035908045	22
蹟	135	0.055341675	43
辨	89	0.081709864	8
豐	223	0.034427588	5
庭	132	0.059686203	24
覆	195	0.081212976	4
訴	80	0.047656072	80
映	31	0.046634987	44
鼻	212	1	1
志	133	0.057940897	109
劑	131	0.049203011	45
逕	126	0.048360169	70
吶	9	0.056588933	224
維	128	0.04896709	91
延	142	0.147699369	2
資	84	0.050817778	45
膽	122	0.051796666	75
京	152	0.040340811	8
掩	127	0.056321429	221
枯	33	0.053596053	136
胎	122	0.044866311	75
歇	34	0.054115157	13
勁	3	0.03468884	20
恤	133	0.040280605	109
榜	33	0.048231225	136
束	33	0.051578455	136
姊	13	0.061152272	59
擊	127	0.06157455	221
逗	126	0.049478064	70
暖	31	0.045261332	44
堪	10	0.047413657	67
薪	191	0.048519826	88
勤	3	0.044253595	20
吼	9	0.063186356	224
帥	20	0.047379577	21
窺	184	0.046479336	17
埠	10	0.052166979	67
銷	96	0.051009762	79
梨	33	0.053726812	136
鉅	96	0.048932271	79
慧	133	0.054514466	109
豆	223	0.013764419	5
聖	67	0.046838405	16
堅	10	0.043141819	67
閩	196	0.023524555	23
弟	23	0.041658008	16
策	185	0.043926564	54
勞	3	0.053475026	20
澆	125	0.060815968	171
啟	144	0.054595696	26
夥	12	0.04255012	6
伏	124	0.049501997	134
嘗	9	0.051316193	224
膝	122	0.054467249	75
習	64	0.050902529	10
殿	45	0.04212938	8
斯	29	0.033842301	7
翅	64	0.075236415	10
拚	127	0.052377963	221
鈴	96	0.046757598	79
糞	61	0.051562191	18
帽	20	0.044045431	21
壁	10	0.062153407	67
砰	58	0.038877658	38
耍	65	0.017042129	3
狐	139	0.062919692	26
耗	66	0.061834181	4
舟	72	0.065262057	10
譯	80	0.052628222	80
饒	105	0.06765616	24
纏	128	0.056529318	91
頸	103	0.04340534	32
宰	162	0.056672558	42
疑	52	0.034923461	2
曬	31	0.056773155	44
獻	139	0.04485843	26
襯	140	0.07174757	33
揉	127	0.061520394	221
懶	133	0.051156003	109
攜	127	0.052740386	221
押	127	0.062754201	221
舌	216	0.049440964	5
盲	55	0.050653743	41
危	134	0.04335076	9
釉	92	0.034254002	3
臂	122	0.054101092	75
酷	91	0.060112565	20
昇	31	0.054441022	44
栽	33	0.04513371	136
祭	136	0.058167649	21
腔	122	0.049112931	75
益	182	0.047558674	15
扔	127	0.07899942	221
淨	125	0.047166547	171
休	124	0.058743309	134
仇	124	0.044687045	134
坑	10	0.058798622	67
枕	33	0.051844634	136
溝	125	0.049668024	171
棚	33	0.046908976	136
孔	14	0.049823606	12
吞	9	0.061664545	224
繪	128	0.057743215	91
粉	61	0.054249944	18
峰	18	0.057132672	17
弊	221	0.054965024	3
詳	80	0.048522396	80
叉	7	0.055024001	9
煎	39	0.055507875	64
悟	133	0.057317121	109
源	125	0.048283017	171
拐	127	0.052520019	221
勾	158	0.023405235	6
素	128	0.043758136	91
陶	129	0.05144195	46
翼	64	0.058479581	10
溜	125	0.060354921	171
俾	124	0.0553473	134
亞	151	0.083034861	7
貫	84	0.057047087	45
勇	3	0.069891749	20
燉	39	0.059921222	64
髮	202	0.06406398	9
葬	191	0.059801396	88
谷	222	1	1
遮	126	0.052703573	70
階	129	0.042578656	46
呃	9	0.067138736	224
牢	138	0.0563819	13
甩	180	0.069515121	4
瘤	141	0.053974931	31
撈	127	0.054562001	221
涉	125	0.049406467	171
腫	122	0.053552568	75
唔	9	0.059403928	224
矛	56	0.016106169	2
溯	125	0.045146744	171
籠	185	0.047534369	54
慌	133	0.062860858	109
覓	78	0.056669511	9
舖	216	0.035050414	5
稀	59	0.064016857	32
評	80	0.052102912	80
扎	127	0.062198515	221
充	153	0.027623435	14
筍	185	0.042401984	54
礦	58	0.051675011	38
良	73	0.030880168	2
松	33	0.045065111	136
獵	139	0.044472642	26
阮	129	0.053388222	46
蟬	75	0.064441593	38
孝	14	0.039638944	12
脈	122	0.054971735	75
嫩	13	0.040079942	59
樑	33	0.050736252	136
拾	127	0.058943805	221
姑	13	0.045310201	59
憤	133	0.05009654	109
豎	223	0.028867619	5
襲	140	0.043910728	33
甲	51	0.049469005	21
符	185	0.041485488	54
扮	127	0.048741032	221
肖	122	0.052840398	75
攀	127	0.055346988	221
渴	125	0.060702248	171
固	9	0.045408625	224
殘	36	0.056649056	10
嗜	9	0.04650208	224
墊	10	0.046070941	67
辯	89	0.072924759	8
砲	58	0.048501171	38
驢	108	0.043762796	25
旋	123	0.025169813	8
摻	127	0.054047715	221
隱	129	0.047387604	46
授	127	0.048587461	221
健	124	0.044185901	134
敷	144	0.03982034	26
攔	127	0.062362654	221
韻	102	0.101352136	3
兌	153	0.041421128	14
颳	104	0.087908261	6
輯	88	0.053333544	27
癢	141	0.081966425	31
魂	110	0.0732208	5
灘	125	0.062847269	171
戀	133	0.060114504	109
淋	125	0.061315809	171
灶	39	0.059334008	64
瘋	141	0.04755027	31
湧	125	0.04667095	171
屍	17	0.065878427	23
犬	139	0.051170246	26
祂	136	0.053327465	21
柔	33	0.05007715	136
遞	126	0.048023573	70
簡	185	0.042708292	54
倘	124	0.049076871	134
哀	9	0.049127334	224
飾	105	0.04666033	24
掘	127	0.047393924	221
雛	97	0.060095333	18
困	9	0.04115344	224
叢	7	0.044672294	9
構	33	0.052366177	136
植	33	0.053997703	136
尉	15	0.054589638	11
優	124	0.051265813	134
察	162	0.055503922	42
鎘	96	0.057074332	79
摟	127	0.07769756	221
孰	14	0.036417146	12
委	13	0.053620367	59
錫	96	0.053065884	79
俗	124	0.044567435	134
傾	124	0.051302811	134
奏	161	0.050103298	18
臣	69	0.042035426	3
汝	125	0.050604106	171
洋	125	0.051041157	171
材	33	0.054865515	136
瀕	125	0.045063191	171
櫃	33	0.047974538	136
啼	9	0.054858446	224
眩	55	0.050071843	41
獸	139	0.05577489	26
旱	31	0.055397942	44
抖	127	0.071406848	221
孤	14	0.036642714	12
獄	139	0.041590118	26
倚	124	0.056705191	134
控	127	0.050599393	221
脹	122	0.051679958	75
忌	133	0.042804943	109
缸	62	0.07190046	5
泛	125	0.048571587	171
醋	91	0.067890123	20
砂	58	0.047870849	38
恥	133	0.062736796	109
龜	215	1	1
釣	96	0.047684566	79
祖	136	0.060073385	21
擲	127	0.053408234	221
承	127	0.042265161	221
耕	66	0.052957703	4
促	124	0.041177468	134
疏	52	0.034923461	2
鶴	112	0.066819289	22
拎	127	0.081848218	221
澎	125	0.042443456	171
弓	23	0.048545233	16
眨	55	0.079762502	41
兔	153	0.040696577	14
揍	127	0.063759817	221
征	24	0.057036342	21
畏	51	0.060304588	21
愣	133	0.055969936	109
揀	127	0.050737325	221
振	127	0.058261866	221
溼	125	0.052630351	171
扭	127	0.085875882	221
咕	9	0.060733185	224
啪	9	0.060513673	224
誘	80	0.043284305	80
氧	172	0.078578996	7
毋	169	0.036907326	5
瓜	48	0.050618306	4
艦	72	0.088502374	10
竊	184	0.051160279	17
召	9	0.043778045	224
統	128	0.047689065	91
慾	133	0.063036927	109
齒	120	0.061714875	3
漁	125	0.048472892	171
裂	140	0.048852773	33
刮	131	0.051767642	45
攏	127	0.053503563	221
塵	10	0.045800671	67
膩	122	0.049806761	75
咳	9	0.052322079	224
盾	55	0.060067306	41
惜	133	0.051960051	109
概	33	0.047997195	136
偽	124	0.041734495	134
撰	127	0.046198189	221
噹	9	0.05358973	224
兮	155	0.036810904	11
育	122	0.046171145	75
蛹	75	0.05328857	38
懼	133	0.054886851	109
臀	122	0.059319996	75
鴿	112	0.055110897	22
刪	131	0.05029323	45
籃	185	0.059800965	54
銜	96	0.046571268	79
潑	125	0.05231699	171
鑲	96	0.062465892	79
寡	162	0.044785392	42
暈	31	0.056850989	44
繁	128	0.052954544	91
歡	34	0.057279846	13
皺	54	0.045175083	3
酬	91	0.054869758	20
掙	127	0.064428209	221
桃	33	0.050472772	136
墜	10	0.053397148	67
漢	125	0.04480567	171
貌	94	0.057271148	5
訓	80	0.045566485	80
凍	143	0.077613941	9
釋	92	0.048753636	3
罩	186	0.031691396	13
籍	185	0.04451954	54
融	75	0.046171551	38
昏	31	0.058986137	44
速	126	0.054574251	70
庫	132	0.049696415	24
熄	39	0.053805279	64
搓	127	0.065180647	221
框	33	0.047350227	136
貶	84	0.043579378	45
兜	153	0.05649028	14
函	220	0.046108894	5
喪	9	0.047044442	224
焦	39	0.052426875	64
梳	33	0.053178789	136
崖	18	0.063500827	17
憾	133	0.064791324	109
羽	64	0.043089579	10
基	10	0.049979632	67
峽	18	0.076426938	17
洲	125	0.054374584	171
卸	134	0.035097045	9
叔	7	0.056041836	9
厭	8	0.058199693	7
違	126	0.052784594	70
齡	120	0.073694435	3
脆	122	0.054403135	75
粥	61	0.078374355	18
債	124	0.049862645	134
羞	63	0.04534382	9
鋅	96	0.067677349	79
詢	80	0.047457086	80
顫	103	0.060628199	32
絞	128	0.054143476	91
驅	108	0.054718194	25
鋁	96	0.056938525	79
藝	191	0.050210798	88
豹	94	0.07332085	5
斬	29	0.063272073	7
咧	9	0.062912715	224
削	131	0.061422555	45
怔	133	0.052200095	109
悔	133	0.060812374	109
斑	167	0.038832078	3
恭	133	0.051009556	109
巴	165	0.055264782	4
凶	220	0.079751672	5
椅	33	0.052705516	136
瞇	55	0.085166949	41
軌	88	0.053890442	27
祗	136	0.045140277	21
瞄	55	0.08284337	41
覽	78	0.074615377	9
武	35	0.047662377	10
頃	103	0.043647101	32
侵	124	0.048400204	134
匙	4	0.057022719	3
喫	9	0.054263147	224
頒	103	0.031949433	32
暴	31	0.043314898	44
跡	135	0.039292962	43
碑	58	0.04965533	38
醃	91	0.0497068	20
梯	33	0.047737339	136
粘	61	0.060671264	18
蓮	191	0.052633992	88
垂	10	0.049962034	67
喉	9	0.058446706	224
嬌	13	0.054514552	59
檢	33	0.046886825	136
欺	34	0.04215662	13
蒸	191	0.052587443	88
苗	191	0.047694569	88
瞋	55	0.052814788	41
蜜	75	0.05298335	38
宅	162	0.050973839	42
霜	197	0.061952783	18
恩	133	0.055486369	109
研	58	0.052841155	38
蔥	191	0.059339424	88
啃	9	0.058656807	224
撤	127	0.049331955	221
邦	129	0.055178728	46
秤	59	0.050272682	32
絃	128	0.05365752	91
浸	125	0.06381679	171
紐	128	0.04387882	91
荷	191	0.047810733	88
霸	197	0.039577667	18
楞	33	0.046458961	136
杖	33	0.055217624	136
碟	58	0.055552613	38
搜	127	0.054980633	221
咒	9	0.053772589	224
睹	55	0.061062039	41
壘	10	0.052644	67
濫	125	0.044838997	171
芽	191	0.054575096	88
恕	133	0.05514978	109
亟	151	0.063938606	7
否	9	0.047676752	224
拄	127	0.053695975	221
償	124	0.048696682	134
扁	26	0.053573034	6
殊	36	0.05268674	10
鑿	96	0.047060679	79
棺	33	0.05268856	136
箇	185	0.052755188	54
參	160	0.004520501	2
繭	128	0.05176078	91
姿	13	0.055955894	59
鈾	96	0.04547458	79
洩	125	0.055776057	171
沈	125	0.056603704	171
拌	127	0.058500606	221
誌	80	0.049530673	80
喚	9	0.053492458	224
糊	61	0.063944089	18
瘡	141	0.074714603	31
納	128	0.042191135	91
蹺	135	0.05708198	43
悉	133	0.056313162	109
搏	127	0.050348751	221
燃	39	0.063588097	64
溶	125	0.061228611	171
訊	80	0.049728596	80
甘	71	0.093191577	3
腋	122	0.061989894	75
柳	33	0.054849976	136
傍	124	0.052676306	134
膚	122	0.048695838	75
稠	59	0.042161705	32
雅	97	0.045794152	18
蠟	75	0.049782612	38
紋	128	0.050105676	91
挫	127	0.051540649	221
陳	129	0.042893944	46
恆	133	0.057268041	109
炭	39	0.051048018	64
賓	84	0.038629211	45
注	125	0.060702771	171
遙	126	0.051083739	70
務	3	0.042324764	20
澀	125	0.048734163	171
梅	33	0.050958582	136
吉	9	0.046246574	224
醬	91	0.053727622	20
邪	129	0.036845387	46
戳	25	0.047642927	12
迫	126	0.044971551	70
伐	124	0.044728853	134
損	127	0.047893883	221
俏	124	0.053406392	134
狹	139	0.05542446	26
潔	125	0.048332326	171
泉	125	0.052789141	171
筋	185	0.055832233	54
幀	20	0.062083148	21
濺	125	0.064314802	171
町	51	0.042151974	21
超	86	0.069505904	10
闊	196	0.044161927	23
誓	80	0.047723094	80
荒	191	0.050303296	88
寧	162	0.055837652	42
博	5	0.031145449	11
蒼	191	0.049084586	88
疾	141	0.041338004	31
壽	11	0.027348836	4
刑	131	0.051736792	45
痰	141	0.046206617	31
菲	191	0.043650077	88
癡	141	0.048422899	31
憶	133	0.043138547	109
域	10	0.052010502	67
嗆	9	0.051182268	224
棉	33	0.045381547	136
菌	191	0.046852794	88
肢	122	0.046119855	75
塑	10	0.05294281	67
蠱	75	0.048342323	38
畜	51	0.052534328	21
爪	40	0.073655006	5
煉	39	0.055909616	64
蟹	75	0.073711205	38
劈	131	0.046804446	45
雷	197	0.039242707	18
瑟	43	0.046838655	18
瞎	55	0.06043982	41
咻	9	0.053397733	224
筒	185	0.047955191	54
擾	127	0.045667663	221
吟	9	0.047089464	224
腮	122	0.060901145	75
腸	122	0.060772341	75
盜	182	0.054973506	15
燕	39	0.056952067	64
賢	84	0.050193787	45
氮	172	0.091463915	7
雇	97	0.063962116	18
撇	127	0.060468242	221
趣	86	0.035883137	10
籌	185	0.05003152	54
嚥	9	0.058880092	224
閑	196	0.045245707	23
殆	36	0.057070856	10
脢	122	0.046445636	75
淹	125	0.056571545	171
蹦	135	0.066420918	43
卜	6	0.06252574	4
繡	128	0.057507201	91
普	31	0.052432377	44
髓	109	0.04121	4
舔	216	0.075718755	5
淫	125	0.050617824	171
惠	133	0.041505873	109
競	60	0.056460793	8
瞥	55	0.051137426	41
轟	88	0.037700712	27
嶺	18	0.05450109	17
凸	220	0.073213242	5
砌	58	0.051770477	38
叮	9	0.059890224	224
甭	180	0.094241505	4
軋	88	0.059858787	27
斗	28	0.03573547	4
鎚	96	0.054122606	79
轎	88	0.071400478	27
嘶	9	0.060278827	224
嗚	9	0.06201467	224
掏	127	0.05394691	221
逆	126	0.044717843	70
儲	124	0.046907639	134
屎	17	0.04859949	23
愚	133	0.060176346	109
窘	184	0.062360748	17
雀	97	0.057238721	18
礁	58	0.046687815	38
慎	133	0.044193361	109
航	72	0.064903646	10
撫	127	0.054546561	221
牧	138	0.038367348	13
壩	10	0.04946271	67
跤	135	0.046522897	43
轄	88	0.05177249	27
腐	122	0.051288808	75
饗	105	0.043807012	24
卦	6	0.037090751	4
餌	105	0.048626832	24
帆	20	0.052051111	21
碘	58	0.052141894	38
佈	124	0.0433197	134
叩	9	0.052115807	224
寂	162	0.050986679	42
橙	33	0.044909802	136
蚌	75	0.042972117	38
雁	97	0.06108477	18
紮	128	0.053508391	91
鎊	96	0.053774262	79
斧	29	0.054001464	7
蜂	75	0.048807356	38
溢	125	0.046398045	171
瓣	48	0.029857554	4
疤	141	0.05811464	31
鉤	96	0.05134594	79
漂	125	0.057666322	171
棕	33	0.042489393	136
竄	184	0.039338033	17
歎	34	0.051453521	13
亭	152	0.06435935	8
堤	10	0.056821807	67
廿	221	0.033713569	3
泰	125	0.0518301	171
挽	127	0.069486434	221
嵌	18	0.039146251	17
川	164	0.106927331	2
虹	75	0.04842488	38
宿	162	0.048324622	42
扳	127	0.067125989	221
慮	133	0.049434581	109
繩	128	0.04853269	91
蠶	75	0.050943862	38
塌	10	0.052858166	67
汪	125	0.051475311	171
旨	31	0.056484041	44
傑	124	0.044804771	134
緬	128	0.048235888	91
棍	33	0.049250423	136
簧	185	0.043402447	54
蹤	135	0.055599686	43
冤	157	0.010436724	2
倦	124	0.052605962	134
鑼	96	0.050118333	79
腕	122	0.063696159	75
蓄	191	0.043855164	88
蛙	75	0.056015916	38
驟	108	0.039757948	25
誇	80	0.054794128	80
竿	185	0.049840516	54
酥	91	0.055398684	20
閱	196	0.040998457	23
遣	126	0.053567384	70
焚	39	0.048039834	64
滬	125	0.0474898	171
匪	159	0.04838466	9
搥	127	0.053493082	221
煞	39	0.053182719	64
掀	127	0.058005792	221
舒	216	0.038846063	5
袍	140	0.081615675	33
妾	13	0.066869846	59
曉	31	0.05155004	44
址	10	0.044222162	67
飼	105	0.049727336	24
賬	84	0.044305085	45
咚	9	0.050244257	224
敝	144	0.056646926	26
諒	80	0.050842017	80
禿	59	0.038681207	32
潛	125	0.060668906	171
枉	33	0.047076668	136
鈍	96	0.049194956	79
囊	9	0.045043398	224
罕	186	0.066551266	13
僵	124	0.051391365	134
膜	122	0.052936708	75
崩	18	0.038596919	17
隸	197	0.04451866	18
鹼	113	0.060547543	3
干	21	0.064209304	5
濾	125	0.050160359	171
皇	53	0.072495488	7
幽	130	0.040592557	4
悅	133	0.053218294	109
淌	125	0.05901521	171
爆	39	0.04280924	64
埔	10	0.043109743	67
斥	29	0.04588042	7
鑄	96	0.048145803	79
坊	10	0.042096737	67
鎳	96	0.051405985	79
慈	133	0.055312132	109
磬	58	0.050752405	38
噯	9	0.068524874	224
唧	9	0.055098967	224
騰	108	0.046704398	25
劣	3	0.05304285	20
誼	80	0.061436461	80
乳	149	0.058306521	7
腥	122	0.048696009	75
棗	33	0.051047265	136
縷	128	0.052086744	91
顱	103	0.04325669	32
鷸	112	0.039207648	22
綴	128	0.064174233	91
舀	189	0.056086655	6
技	127	0.048755864	221
櫻	33	0.052411401	136
捆	127	0.055457768	221
囚	9	0.041346256	224
屁	17	0.054499792	23
援	127	0.047895312	221
廉	132	0.041809316	24
艷	74	0.259135259	2
簫	185	0.040483561	54
幻	130	0.027792786	4
偕	124	0.050349235	134
搗	127	0.059317226	221
擄	127	0.046968478	221
囗	9	0.047848464	224
褪	140	0.071059389	33
疲	141	0.040086883	31
抒	127	0.051808072	221
威	13	0.054235348	59
炊	39	0.049952664	64
候	124	0.051119758	134
估	124	0.050464187	134
逮	126	0.054892243	70
遜	126	0.045377981	70
濁	125	0.047159048	171
嘉	9	0.042371072	224
鋒	96	0.049681712	79
搔	127	0.057535891	221
饑	105	0.057732726	24
攬	127	0.049404738	221
壇	10	0.050505247	67
渠	125	0.047784774	171
蹄	135	0.059020869	43
邁	126	0.058974166	70
儒	124	0.046550432	134
仕	124	0.045245276	134
騷	108	0.046929654	25
革	100	0.034762632	10
潭	125	0.055731922	171
玄	176	1	1
鬚	202	0.040813318	9
儉	124	0.054490651	134
監	182	0.042247565	15
寵	162	0.051764571	42
匯	159	0.050202151	9
紗	128	0.051643821	91
拂	127	0.047704721	221
克	153	0.049156443	14
券	131	0.049244248	45
蜀	75	0.050850736	38
薰	191	0.057927412	88
撕	127	0.051811854	221
聰	67	0.051996683	16
讚	80	0.045625994	80
瀉	125	0.053597496	171
紛	128	0.047705722	91
倉	124	0.045870418	134
併	124	0.04757119	134
慶	133	0.048233719	109
喻	9	0.054990449	224
鞭	100	0.042620735	10
浴	125	0.046663565	171
弧	23	0.062435666	16
卅	5	0.056212476	11
垮	10	0.047045386	67
艙	72	0.058626651	10
楓	33	0.046070395	136
寓	162	0.045880977	42
崇	18	0.030201786	17
漫	125	0.050264872	171
灣	125	0.052123501	171
蹬	135	0.06055953	43
規	78	0.069968508	9
羹	63	0.055238857	9
籐	185	0.053728213	54
莊	191	0.044898574	88
葷	191	0.053749975	88
舅	189	0.061835409	6
烘	39	0.070874216	64
磷	58	0.046560415	38
宴	162	0.051990635	42
丘	145	0.045159466	12
欣	34	0.04088294	13
瞅	55	0.088872427	41
液	125	0.060012776	171
阿	129	0.046275736	46
裸	140	0.049635151	33
徑	24	0.038124425	21
仔	124	0.046995665	134
蔽	191	0.044878967	88
岔	18	0.051821701	17
堡	10	0.05549938	67
遵	126	0.037858792	70
譽	80	0.06367101	80
糗	61	0.057998638	18
卒	5	0.052976831	11
夜	12	0.069824032	6
俺	124	0.04823611	134
逞	126	0.041121762	70
販	84	0.048903523	45
珠	43	0.053607241	18
奧	161	0.047119821	18
稻	59	0.058113123	32
娛	13	0.050238485	59
酣	91	0.063412463	20
盪	182	0.033022398	15
聾	67	0.082906967	16
踹	135	0.081744675	43
泊	125	0.048983762	171
嗅	9	0.055668222	224
蝕	75	0.039751499	38
鈕	96	0.046967576	79
誦	80	0.04637225	80
麥	115	0.030016934	3
茂	191	0.050055675	88
穴	184	0.048183075	17
賦	84	0.058124488	45
攪	127	0.058833829	221
抑	127	0.050299865	221
撮	127	0.04774342	221
憲	133	0.051564785	109
幌	20	0.044261848	21
奈	161	0.069444786	18
濟	125	0.049237657	171
希	20	0.047256294	21
廋	132	0.050058044	24
頰	103	0.043527661	32
粵	61	0.049829	18
蹈	135	0.045063025	43
蠢	75	0.054634223	38
鍍	96	0.045362733	79
扒	127	0.050941294	221
揪	127	0.062602552	221
嘰	9	0.045694602	224
滯	125	0.046215934	171
廊	132	0.04886411	24
罹	186	0.037781391	13
噗	9	0.053496712	224
允	153	0.046067121	14
笛	185	0.059648286	54
馳	108	0.057215139	25
驕	108	0.061664756	25
睏	55	0.072235224	41
蒜	191	0.054319122	88
激	125	0.046028432	171
酌	91	0.036080141	20
妃	13	0.050565905	59
嘻	9	0.067408559	224
隅	129	0.052261108	46
潤	125	0.040838375	171
嘸	9	0.057089526	224
篆	185	0.041645588	54
赤	85	0.029780726	3
隆	129	0.051923191	46
蒞	191	0.05355094	88
婆	13	0.039036322	59
惑	133	0.053176415	109
鑰	96	0.039225247	79
鏟	96	0.05665746	79
嘟	9	0.051981133	224
菊	191	0.057608362	88
邑	129	0.052495866	46
俯	124	0.053393744	134
廚	132	0.057493693	24
蘭	191	0.056532505	88
呷	9	0.056136982	224
御	24	0.050549344	21
蘸	191	0.066591767	88
倫	124	0.045998329	134
鱗	111	0.047352139	13
毫	37	0.131869738	2
揭	127	0.047371367	221
蘄	191	0.050917746	88
嗐	9	0.054497457	224
啜	9	0.054098709	224
郵	129	0.04775803	46
鈷	96	0.056970445	79
鬢	202	0.061826498	9
鈉	96	0.056976788	79
漿	125	0.044136563	171
恃	133	0.057877819	109
瓢	48	0.063783344	4
噙	9	0.052463153	224
愧	133	0.054768311	109
贖	84	0.055267059	45
盅	182	0.061996935	15
篤	185	0.049505596	54
態	133	0.048503432	109
刃	131	0.050723637	45
瞟	55	0.077426171	41
烏	39	0.051848995	64
戟	25	0.047252633	12
寨	162	0.041641796	42
伙	124	0.048758461	134
曝	31	0.053736537	44
叨	9	0.050047841	224
隙	129	0.048317046	46
殷	45	0.043886882	8
貸	84	0.066524682	45
胯	122	0.059215664	75
氫	172	0.077407066	7
介	124	0.045425948	134
胡	122	0.048998015	75
缽	62	0.040772774	5
穀	59	0.054688625	32
妨	13	0.053277563	59
楚	33	0.048353602	136
阻	129	0.050511222	46
屈	17	0.045787459	23
污	125	0.049660625	171
謊	80	0.062850903	80
凹	220	0.066092968	5
萬	191	0.052163433	88
猝	139	0.051534828	26
盈	182	0.043303142	15
拭	127	0.062512796	221
嗔	9	0.051530805	224
嗑	9	0.047869079	224
鋸	96	0.054615662	79
鞠	100	0.055552672	10
鉀	96	0.059450027	79
縛	128	0.052296109	91
颼	104	0.033008051	6
毆	45	0.065907894	8
駁	108	0.051637885	25
絹	128	0.05725594	91
熾	39	0.050642142	64
迭	126	0.045014136	70
卑	5	0.052284362	11
迨	126	0.049909973	70
暢	31	0.044316916	44
摳	127	0.0561418	221
履	17	0.052703353	23
刨	131	0.045883869	45
豔	223	0.02099169	5
涎	125	0.054993657	171
楷	33	0.056785143	136
嘎	9	0.052979909	224
犁	138	0.047979306	13
廈	132	0.062461138	24
蛾	75	0.04843692	38
蘊	191	0.055313943	88
殃	36	0.056374586	10
叭	9	0.055239348	224
踱	135	0.076491663	43
奴	13	0.044696438	59
嗤	9	0.058024963	224
椿	33	0.04957936	136
烙	39	0.05611946	64
穗	59	0.044531235	32
袖	140	0.059450408	33
叼	9	0.056651478	224
啄	9	0.055141939	224
契	161	0.04703754	18
醣	91	0.042972597	20
拈	127	0.048124707	221
嫖	13	0.04096261	59
奸	13	0.050821897	59
彰	137	0.027656068	4
矩	57	0.049898553	6
輔	88	0.054610568	27
捶	127	0.052872384	221
瘉	141	0.061475307	31
厲	8	0.05926418	7
嘖	9	0.059108229	224
暇	31	0.050369781	44
襪	140	0.052348839	33
默	117	0.033152212	7
嗶	9	0.048477165	224
摀	127	0.057901187	221
胚	122	0.054594416	75
謗	80	0.050111269	80
捺	127	0.05167322	221
訣	80	0.042450851	80
辱	224	0.058999263	3
衛	194	0.072597269	6
餡	105	0.051863979	24
証	80	0.046744376	80
朕	32	0.050244624	9
跩	135	0.052499616	43
筐	185	0.067368	54
鉻	96	0.057166918	79
祈	136	0.056328626	21
軀	87	0.044731122	5
嘔	9	0.049502837	224
鼎	210	1	1
鯤	111	0.062216173	13
稜	59	0.041459322	32
憋	133	0.052861952	109
顏	103	0.048511521	32
郡	129	0.062359006	46
鞘	100	0.040273812	10
燻	39	0.060186579	64
昭	31	0.045779613	44
屏	17	0.039541509	23
躬	87	0.051076382	5
詠	80	0.052749029	80
籽	61	0.069998283	18
協	5	0.041514658	11
汽	125	0.048612557	171
凝	143	0.083228977	9
捂	127	0.071477736	221
拴	127	0.050096471	221
肘	122	0.051232418	75
擴	127	0.048764001	221
綜	128	0.048680945	91
絮	128	0.046344672	91
挪	127	0.049512103	221
律	24	0.047378304	21
梟	33	0.050550695	136
闔	196	0.043554241	23
杏	33	0.053008958	136
甕	49	0.037421741	5
坤	10	0.051231656	67
碧	58	0.059108661	38
齋	213	0.073797743	2
鎗	96	0.047510078	79
撩	127	0.060606443	221
杵	33	0.050248043	136
薑	191	0.047015121	88
哲	9	0.045706243	224
燥	39	0.063611811	64
僑	124	0.04462998	134
喀	9	0.056608293	224
詐	80	0.048358591	80
憐	133	0.059995639	109
滷	125	0.050579213	171
奢	161	0.052502558	18
掬	127	0.051637648	221
螺	75	0.05486229	38
坯	10	0.0532609	67
懺	133	0.056537889	109
蓬	191	0.053094312	88
葛	191	0.064054045	88
嫉	13	0.051321684	59
千	5	0.05692385	11
宣	162	0.039202685	42
孵	14	0.049177084	12
汰	125	0.05159962	171
酉	91	0.054740185	20
墮	10	0.042919309	67
泳	125	0.050960834	171
誒	80	0.048363294	80
眷	55	0.044202901	41
簍	185	0.050149498	54
剁	131	0.053367573	45
簿	185	0.048455056	54
柏	33	0.05279915	136
霞	197	0.082492424	18
頌	103	0.048843629	32
蠅	75	0.053305837	38
媳	13	0.045133269	59
丹	147	0.061921492	4
椎	33	0.053993629	136
禦	136	0.073311393	21
揣	127	0.065981656	221
譏	80	0.053004154	80
喏	9	0.056592998	224
鞍	100	0.063985035	10
遺	126	0.046887755	70
佩	124	0.047232323	134
宵	162	0.043863194	42
硫	58	0.053536045	38
湄	125	0.053683108	171
脣	122	0.062148803	75
呱	9	0.05013972	224
篙	185	0.053559527	54
匣	159	0.041464487	9
駛	108	0.045861256	25
唾	9	0.051629642	224
陵	129	0.055882888	46
烹	39	0.05181924	64
閨	196	0.05120321	23
裙	140	0.056601575	33
輒	88	0.053255439	27
鶯	112	0.047476272	22
冀	155	0.03458774	11
